,entry,exit,position,asset
1138,2022-01-04,2022-02-23,1,"('SK네트웍스', 'SK네트웍스우')"
1139,2022-01-05,2022-03-08,1,"('CJ', 'CJ우')"
1140,2022-01-06,2022-02-18,1,"('S-Oil', 'S-Oil우')"
1141,2022-01-06,2022-03-10,1,"('LG화학', 'LG화학우')"
1142,2022-01-13,2022-04-18,1,"('미래에셋증권', '미래에셋증권우')"
1143,2022-01-24,2022-03-21,1,"('아모레G', '아모레G우')"
1144,2022-01-28,2022-03-02,1,"('대한항공', '대한항공우')"
1145,2022-02-07,2022-03-07,1,"('대상', '대상우')"
1146,2022-02-10,2022-03-10,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1147,2022-02-16,2022-03-02,1,"('넥센타이어', '넥센타이어1우B')"
1148,2022-02-17,2022-03-18,1,"('LG생활건강', 'LG생활건강우')"
1149,2022-02-17,2022-05-10,1,"('JW중외제약', 'JW중외제약우')"
1150,2022-02-28,2022-04-07,1,"('유한양행', '유한양행우')"
1151,2022-03-10,2022-05-25,1,"('삼성전자', '삼성전자우')"
1152,2022-03-16,2022-04-14,1,"('현대차', '현대차우')"
1153,2022-03-28,2022-04-19,1,"('삼성화재', '삼성화재우')"
1154,2022-03-28,2022-05-04,1,"('GS', 'GS우')"
1155,2022-03-28,2022-05-24,1,"('S-Oil', 'S-Oil우')"
1156,2022-03-30,2022-05-24,1,"('삼성SDI', '삼성SDI우')"
1157,2022-03-31,2022-04-12,1,"('LG', 'LG우')"
1158,2022-04-13,2022-07-04,1,"('넥센타이어', '넥센타이어1우B')"
1159,2022-04-21,2022-05-09,1,"('LG생활건강', 'LG생활건강우')"
1160,2022-04-27,2022-06-13,1,"('유한양행', '유한양행우')"
1161,2022-04-27,2022-08-30,1,"('아모레퍼시픽', '아모레퍼시픽우')"
1162,2022-04-28,2022-06-03,1,"('현대건설', '현대건설우')"
1163,2022-04-28,2022-08-11,1,"('LG화학', 'LG화학우')"
1164,2022-04-28,2022-09-22,1,"('아모레G', '아모레G우')"
1165,2022-04-29,2022-06-10,1,"('NH투자증권', 'NH투자증권우')"
1166,2022-05-02,2022-05-24,1,"('삼성전기', '삼성전기우')"
1167,2022-05-06,2022-05-26,1,"('한화', '한화우')"
1168,2022-05-13,2022-05-24,1,"('호텔신라', '호텔신라우')"
1169,2022-05-13,2022-06-10,1,"('대한항공', '대한항공우')"
1170,2022-05-13,2022-06-28,1,"('SK이노베이션', 'SK이노베이션우')"
1171,2022-05-24,2022-07-04,1,"('미래에셋증권', '미래에셋증권우')"
1172,2022-05-24,2022-07-19,1,"('호텔신라', '호텔신라우')"
1173,2022-05-30,2022-09-01,1,"('LG', 'LG우')"
1174,2022-06-15,2022-06-28,1,"('대한항공', '대한항공우')"
1175,2022-06-16,2022-08-02,1,"('LG전자', 'LG전자우')"
1176,2022-06-17,2022-06-23,1,"('CJ제일제당', 'CJ제일제당 우')"
1177,2022-06-17,2022-09-30,1,"('삼성화재', '삼성화재우')"
1178,2022-06-20,2022-06-24,1,"('SK네트웍스', 'SK네트웍스우')"
1179,2022-06-20,2022-07-26,1,"('LG생활건강', 'LG생활건강우')"
1180,2022-06-20,2022-10-11,1,"('대상', '대상우')"
1181,2022-06-24,2022-08-04,1,"('SK네트웍스', 'SK네트웍스우')"
1182,2022-06-27,2022-09-30,1,"('현대차', '현대차우')"
1183,2022-06-29,2022-07-06,1,"('한화', '한화우')"
1184,2022-07-04,2022-07-19,1,"('미래에셋증권', '미래에셋증권우')"
1185,2022-07-15,2022-08-18,1,"('NH투자증권', 'NH투자증권우')"
1186,2022-07-19,2022-09-02,1,"('넥센타이어', '넥센타이어1우B')"
1187,2022-07-21,2022-08-18,1,"('한국금융지주', '한국금융지주우')"
1188,2022-07-26,2022-08-29,1,"('삼성전자', '삼성전자우')"
1189,2022-07-26,2022-09-08,1,"('현대건설', '현대건설우')"
1190,2022-07-27,2022-09-26,1,"('GS', 'GS우')"
